z,uw
416.34782608695656,-0.00016511215307965014
421.21739130434787,-0.0001620478423277076
426.0869565217392,-0.0001580140480193548
430.95652173913044,-0.00015322485792348
435.82608695652175,-0.00014808579273671286
440.69565217391306,-0.00014283287636750877
445.5652173913044,-0.00013798220733844576
450.4347826086957,-0.0001342737484517601
455.304347826087,-0.0001325212170397903
460.1739130434783,-0.00013314700472425047
465.0434782608696,-0.00013594513635753879
469.9130434782609,-0.0001398595843167516
474.7826086956522,-0.0001436270279896523
479.6521739130435,-0.0001458663363174433
484.5217391304348,-0.00014580306419043385
489.3913043478261,-0.000143000123568744
494.26086956521743,-0.00013781112498496576
499.13043478260875,-0.0001311055350754573
504.00000000000006,-0.00012402140519599604
508.8695652173913,-0.00011771249410760954
513.7391304347826,-0.0001128955072924796
518.608695652174,-0.00010949521892566489
523.4782608695652,-0.00010689320368594906
528.3478260869565,-0.00010457974858088877
533.2173913043479,-0.00010228185695252591
538.0869565217391,-0.00010009583294360102
542.9565217391305,-9.845580966627334e-05
547.8260869565217,-9.808303378543908e-05
552.6956521739131,-9.926513319911727e-05
557.5652173913044,-0.00010195712054633566
562.4347826086957,-0.00010578084144360257
567.304347826087,-0.00010986519404347459
572.1739130434783,-0.00011306703854054511
577.0434782608696,-0.00011509291646768545
581.9130434782609,-0.00011610776806540162
586.7826086956522,-0.00011666581255088363
591.6521739130435,-0.00011704027550078259
596.5217391304349,-0.00011738945960751846
601.3913043478261,-0.00011786277628493975
606.2608695652174,-0.00011826514337777816
611.1304347826087,-0.00011807355995448773
616.0,-0.00011666820983959591
620.8695652173914,-0.00011388501119672685
625.7391304347826,-0.00011002152778012762
630.608695652174,-0.00010569138815346514
635.4782608695652,-0.00010145715629343969
640.3478260869566,-9.778427518060401e-05
645.2173913043479,-9.486811675395331e-05
650.0869565217391,-9.242907660568274e-05
654.9565217391305,-8.986029138240476e-05
659.8260869565217,-8.674764520033985e-05
664.6956521739131,-8.30433299971414e-05
669.5652173913044,-7.883016349874411e-05
674.4347826086957,-7.423388448796507e-05
679.304347826087,-6.946069459963046e-05
684.1739130434783,-6.49237176471131e-05
689.0434782608696,-6.107905997656732e-05
693.9130434782609,-5.848286750651583e-05
698.7826086956522,-5.720305045155879e-05
703.6521739130435,-5.691977484611072e-05
708.5217391304349,-5.706605405440728e-05
713.3913043478261,-5.694840849247606e-05
718.2608695652175,-5.595274061819272e-05
723.1304347826087,-5.385275034562275e-05
728.0,-5.11700769103194e-05
732.8695652173914,-4.826234887095038e-05
737.7391304347826,-4.545060328395845e-05
742.608695652174,-4.322299969253329e-05
747.4782608695652,-4.1719609730700837e-05
752.3478260869566,-4.0692076872077e-05
757.2173913043479,-3.975187926693246e-05
762.0869565217391,-3.8514283773235146e-05
766.9565217391305,-3.668560912526246e-05
771.8260869565217,-3.4079953072053295e-05
776.6956521739131,-3.061984000045786e-05
781.5652173913044,-2.6078095543110248e-05
786.4347826086957,-2.0320427813118985e-05
791.304347826087,-1.3884452765485097e-05
796.1739130434784,-8.007469796158674e-06
801.0434782608696,-3.777746326923892e-06
805.9130434782609,-1.5345095954913315e-06
810.7826086956522,-1.2913615139138218e-06
815.6521739130435,-2.623819268640447e-06
820.5217391304349,-4.883122470195481e-06
825.3913043478261,-7.05866543004761e-06
830.2608695652175,-8.382796112822928e-06
835.1304347826087,-8.599206966031319e-06
840.0,-7.93554103884241e-06
844.8695652173914,-6.809360066542403e-06
849.7391304347826,-5.49811982421048e-06
854.608695652174,-4.25408282714079e-06
859.4782608695652,-3.13537576708971e-06
864.3478260869566,-2.1322609173405664e-06
869.2173913043479,-1.4856700785697075e-06
874.0869565217392,-1.2257556126836766e-06
878.9565217391305,-9.946385315935711e-07
883.8260869565217,-6.186132303316978e-07
888.6956521739131,-9.538792931936963e-08
893.5652173913044,-1.1281218706168308e-07
